Emp_ID,Emp_Age,Emp_Gender,Education_Level,Education_Field,Dist_from_home,Company_name,Location_HQ,Industry,Country,Emp_Job_Role,Emp_Job_Level,Emp_Job_Satisfaction,Emp_Salary,Emp_Salary_Hike_Per,Emp_Performance_Rating,OverTime,No_Companies_Worked,Emp_Experience,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager,Work_Life_Balance,Business_Travel,Laid_Off_Count,Laid_Off_Percentage,Laid_Off_Date,Laid_off_Month_Year
1614,36,Female,4,Life Sciences,12,PartnerStack,Toronto,Sales,Canada,Manufacturing Director,2,3,4663,12,3,Yes,9,7,3,2,1,1,3,Travel_Rarely,40,20%,1/24/23,Jan-23
1615,34,Male,4,Life Sciences,10,Gitpod,Kiel,Product,Germany,Manufacturing Director,2,4,4724,13,3,No,1,9,9,7,7,2,3,Travel_Frequently,21,28%,1/24/23,Jan-23
1617,49,Female,4,Life Sciences,25,Venngage,Toronto,Marketing,Canada,Laboratory Technician,1,1,3211,14,3,No,1,10,9,6,1,4,2,Travel_Rarely,11,20%,1/24/23,Jan-23
1618,39,Male,5,Medical,10,Spotify,Stockholm,Media,Sweden,Manufacturing Director,2,1,5377,13,3,No,2,10,7,7,7,7,3,Travel_Rarely,600,6%,1/23/23,Jan-23
1619,27,Male,3,Other,19,Uber Freight,SF Bay Area,Logistics,United States,Laboratory Technician,1,1,4066,11,3,No,1,7,7,7,0,7,3,Travel_Rarely,150,3%,1/23/23,Jan-23
1621,35,Male,5,Life Sciences,18,Innovid,New York City,Marketing,United States,Research Scientist,2,1,5208,11,3,No,1,16,16,15,1,10,3,Travel_Rarely,40,10%,1/23/23,Jan-23
1622,28,Female,3,Medical,27,Ermetic,SF Bay Area,Security,United States,Manufacturing Director,2,1,4877,21,4,No,0,6,5,3,0,0,2,Travel_Rarely,30,17%,1/23/23,Jan-23
1623,21,Male,1,Medical,5,Namogoo,Tel Aviv,Marketing,United States,Research Scientist,1,4,3117,18,3,No,1,3,2,2,2,2,3,Travel_Rarely,20,15%,1/23/23,Jan-23
1624,18,Female,2,Medical,3,Google,SF Bay Area,Consumer,United States,Sales Representative,1,4,1569,12,3,Yes,1,0,0,0,0,0,4,Travel_Frequently,12000,6%,1/20/23,Jan-23
1625,47,Female,4,Life Sciences,26,Wayfair,Boston,Retail,United States,Manager,5,3,19658,11,3,No,3,27,5,2,1,0,3,Travel_Rarely,1750,10%,1/20/23,Jan-23
1627,39,Male,2,Medical,3,Swiggy,Bengaluru,Food,India,Laboratory Technician,2,3,3069,15,3,No,0,11,10,8,0,7,3,Travel_Rarely,380,6%,1/20/23,Jan-23
1628,40,Female,3,Life Sciences,15,Vox Media,Washington D.C.,Media,United States,Manufacturing Director,3,3,10435,13,3,No,1,18,18,15,14,12,3,Travel_Rarely,130,7%,1/20/23,Jan-23
1630,35,Female,4,Life Sciences,8,Enjoei,Sao Paulo,Retail,Brazil,Healthcare Representative,2,3,4148,12,3,No,1,15,14,11,2,9,3,Non-Travel,31,10%,1/20/23,Jan-23
1631,37,Male,3,Life Sciences,19,Citrine Informatics,SF Bay Area,Data,United States,Manufacturing Director,2,3,5768,17,3,No,3,9,4,3,0,2,2,Travel_Rarely,22,27%,1/20/23,Jan-23
1633,39,Female,3,Medical,4,Hubilo,SF Bay Area,Other,United States,Manufacturing Director,2,3,5042,13,3,No,0,10,9,2,3,8,1,Travel_Frequently,115,35%,1/19/23,Jan-23
1635,45,Female,2,Other,2,Saks.com,New York City,Retail,United States,Manufacturing Director,2,4,5770,19,3,No,1,10,10,7,3,9,3,Travel_Rarely,100,5%,1/19/23,Jan-23
1638,38,Female,2,Medical,2,CS Disco,Austin,Legal,United States,Manufacturing Director,3,3,7756,19,3,Yes,3,10,5,4,0,2,4,Travel_Rarely,62,9%,1/19/23,Jan-23
1639,35,Male,3,Medical,10,Microsoft,Seattle,Other,United States,Sales Executive,3,1,10306,17,3,No,9,15,13,12,6,0,3,Travel_Rarely,10000,5%,1/18/23,Jan-23
1640,37,Female,3,Medical,10,Sophos,Oxford,Security,United States,Research Scientist,1,2,3936,11,3,No,1,8,8,4,7,7,1,Travel_Rarely,450,10%,1/18/23,Jan-23
1641,40,Female,3,Life Sciences,16,Teladoc Health,New York City,Healthcare,United States,Manufacturing Director,3,4,7945,15,3,Yes,6,18,4,2,3,3,2,Travel_Rarely,300,6%,1/18/23,Jan-23
1642,44,Male,5,Human Resources,1,Vroom,New York City,Transportation,United States,Human Resources,2,4,5743,11,3,Yes,4,14,10,7,0,2,3,Travel_Frequently,275,20%,1/18/23,Jan-23
1644,48,Male,5,Medical,4,8x8,SF Bay Area,Support,United States,Manager,4,4,15202,25,4,No,2,23,2,2,2,2,3,Travel_Frequently,155,7%,1/18/23,Jan-23
1645,35,Male,2,Medical,15,Pagaya,New York City,Finance,United States,Sales Executive,2,4,5440,14,3,Yes,6,7,2,2,2,2,2,Travel_Rarely,140,20%,1/18/23,Jan-23
1646,24,Female,1,Technical Degree,2,Benevity,Calgary,Other,Canada,Research Scientist,1,4,3760,13,3,Yes,1,6,6,3,1,3,3,Travel_Frequently,137,14%,1/18/23,Jan-23
1647,27,Female,3,Medical,8,Inspirato,Denver,Travel,United States,Research Scientist,1,3,3517,17,3,No,7,5,3,2,0,2,3,Travel_Rarely,109,12%,1/18/23,Jan-23
1648,27,Male,3,Medical,2,Jumpcloud,Boulder,Security,United States,Research Scientist,1,4,2580,13,3,No,2,6,4,2,1,2,2,Travel_Frequently,100,12%,1/18/23,Jan-23
1649,40,Male,3,Life Sciences,7,nCino,Wilmington,Finance,United States,Laboratory Technician,1,1,2166,14,3,Yes,3,10,4,2,0,3,1,Travel_Rarely,100,7%,1/18/23,Jan-23
1650,29,Male,3,Medical,10,Starry,Boston,Other,United States,Sales Executive,2,3,5869,11,3,No,9,8,5,2,1,4,3,Travel_Rarely,100,24%,1/18/23,Jan-23
1651,36,Female,4,Life Sciences,5,Hootsuite,Vancouver,Marketing,Canada,Healthcare Representative,3,1,8008,12,3,No,4,9,3,2,0,2,3,Travel_Rarely,70,7%,1/18/23,Jan-23
1653,25,Male,1,Life Sciences,2,Clue,Berlin,Healthcare,Germany,Manufacturing Director,2,3,5206,17,3,No,1,7,7,7,0,7,3,Travel_Frequently,31,31%,1/18/23,Jan-23
1654,39,Male,3,Medical,12,Addepar,SF Bay Area,Finance,United States,Manufacturing Director,2,2,5295,21,4,No,4,7,5,4,1,0,3,Travel_Rarely,20,3%,1/18/23,Jan-23
1655,49,Female,4,Other,22,Lightspeed Commerce,Montreal,Retail,Canada,Research Director,4,2,16413,16,3,No,3,27,4,2,1,2,3,Travel_Rarely,300,10%,1/17/23,Jan-23
1656,50,Female,5,Life Sciences,17,Unity,SF Bay Area,Other,United States,Research Director,3,1,13269,15,3,No,5,19,14,11,1,11,3,Travel_Rarely,284,3%,1/17/23,Jan-23
1657,20,Female,3,Medical,2,Britishvolt,London,Transportation,United Kingdom,Sales Representative,1,3,2783,19,3,No,1,2,2,2,2,2,3,Travel_Rarely,206,100%,1/17/23,Jan-23
1658,34,Female,3,Life Sciences,3,Exotel,Bengaluru,Support,India,Research Scientist,2,2,5433,12,3,No,1,11,11,8,7,9,3,Travel_Rarely,142,15%,1/17/23,Jan-23
1659,36,Male,3,Life Sciences,7,Unico,Sao Paulo,Other,Brazil,Laboratory Technician,1,2,2013,11,3,No,2,15,4,3,1,3,3,Travel_Rarely,110,10%,1/17/23,Jan-23
1661,49,Female,1,Life Sciences,6,American Robotics,Boston,Other,United States,Healthcare Representative,4,3,13966,19,3,Yes,2,30,15,11,2,12,3,Travel_Rarely,50,65%,1/17/23,Jan-23
1662,36,Female,4,Medical,1,PagBank,Sao Paulo,Finance,Brazil,Manufacturing Director,2,3,4374,15,3,No,0,4,3,2,1,2,3,Non-Travel,500,7%,1/16/23,Jan-23
1664,36,Male,2,Life Sciences,3,ShareChat,Bengaluru,Consumer,India,Healthcare Representative,2,1,6842,20,4,No,6,13,5,4,0,4,3,Travel_Rarely,500,20%,1/16/23,Jan-23
1665,54,Female,5,Medical,22,ClearCo,Toronto,Finance,Canada,Manager,4,3,17426,25,4,No,3,36,10,8,4,7,3,Travel_Rarely,50,30%,1/16/23,Jan-23
1666,43,Male,2,Life Sciences,15,Snappy,New York City,Marketing,United States,Research Director,4,3,17603,24,4,No,1,14,14,10,6,11,3,Travel_Rarely,100,30%,1/15/23,Jan-23
1667,35,Male,4,Other,12,BharatAgri,Mumbai,Food,India,Sales Executive,2,4,4581,24,4,Yes,3,13,11,9,6,7,4,Travel_Frequently,40,43%,1/15/23,Jan-23
1668,38,Male,3,Life Sciences,1,Bonterra ,Austin,Other,United States,Research Scientist,2,4,4735,15,3,No,7,19,13,11,2,9,4,Travel_Frequently,140,10%,1/13/23,Jan-23
1669,29,Male,3,Medical,5,Lending Club,SF Bay Area,Finance,United States,Sales Executive,2,2,4187,13,3,Yes,1,10,10,0,0,9,2,Travel_Rarely,225,14%,01-12-2023,Jan-23
1670,33,Male,4,Medical,2,SmartNews,Tokyo,Media,United States,Sales Executive,2,4,5505,14,3,No,1,6,6,2,0,4,3,Travel_Rarely,120,40%,01-12-2023,Jan-23
1671,32,Male,3,Medical,2,Pier,Sao Paulo,Finance,Brazil,Research Scientist,2,2,5470,13,3,No,0,10,9,5,1,6,2,Travel_Rarely,111,39%,01-12-2023,Jan-23
1673,31,Female,4,Life Sciences,5,Blockchain.com,London,Crypto,United Kingdom,Sales Executive,2,4,5476,11,3,No,1,10,10,0,0,2,3,Travel_Rarely,110,28%,01-12-2023,Jan-23
1674,49,Female,3,Medical,16,Greenlight,Atlanta,Finance,United States,Laboratory Technician,1,1,2587,16,3,Yes,4,17,2,2,2,2,2,Travel_Rarely,104,21%,01-12-2023,Jan-23
1675,38,Female,3,Medical,2,Definitive Healthcare,Boston,Healthcare,United States,Laboratory Technician,1,2,2440,22,4,No,1,4,4,3,3,3,3,Travel_Frequently,55,6%,01-12-2023,Jan-23
1676,47,Female,4,Life Sciences,2,Akili Labs,Baltimore,Healthcare,United States,Manager,4,2,15972,14,3,No,6,29,3,2,1,2,3,Travel_Rarely,46,30%,01-12-2023,Jan-23
1677,49,Male,3,Life Sciences,1,Flexport,SF Bay Area,Logistics,United States,Manager,4,3,15379,14,3,No,4,23,8,7,0,0,3,Travel_Rarely,640,20%,01-11-2023,Jan-23
1678,41,Male,2,Life Sciences,23,Qualtrics,Salt Lake City,Other,United States,Sales Executive,3,3,7082,16,3,Yes,3,21,2,0,0,2,3,Travel_Rarely,270,5%,01-11-2023,Jan-23
1680,20,Male,1,Life Sciences,9,Verily,SF Bay Area,Healthcare,United States,Sales Representative,1,1,2728,11,3,No,1,2,2,2,0,2,3,Travel_Rarely,250,15%,01-11-2023,Jan-23
1681,33,Female,3,Life Sciences,16,Tipalti,SF Bay Area,Finance,United States,Sales Executive,2,4,5368,25,4,Yes,1,7,6,5,1,2,3,Non-Travel,123,11%,01-11-2023,Jan-23
1682,36,Male,4,Life Sciences,26,Jumio,SF Bay Area,Security,United States,Healthcare Representative,2,3,5347,14,3,No,6,10,3,2,0,2,2,Travel_Rarely,100,6%,01-11-2023,Jan-23
1683,44,Female,3,Life Sciences,1,Intrinsic,SF Bay Area,Other,United States,Human Resources,1,4,3195,18,3,Yes,4,8,2,2,2,2,3,Travel_Rarely,40,20%,01-11-2023,Jan-23
1684,23,Male,1,Medical,8,Coinbase,SF Bay Area,Crypto,United States,Laboratory Technician,1,3,3989,11,3,Yes,1,5,5,4,1,2,3,Travel_Rarely,950,20%,01-10-2023,Jan-23
1687,38,Female,2,Medical,4,Informatica,SF Bay Area,Data,United States,Laboratory Technician,1,3,3306,19,3,No,7,7,0,0,0,0,2,Travel_Rarely,450,7%,01-10-2023,Jan-23
1689,53,Male,4,Medical,24,Blend,SF Bay Area,Finance,United States,Healthcare Representative,3,4,7005,15,3,No,3,11,4,3,1,2,3,Travel_Rarely,340,28%,01-10-2023,Jan-23
1691,48,Female,2,Medical,7,ConsenSys,New York City,Crypto,United States,Sales Representative,1,3,2655,11,3,Yes,2,19,9,7,7,7,3,Travel_Frequently,100,11%,01-10-2023,Jan-23
1692,32,Male,4,Life Sciences,2,ForeScout,SF Bay Area,Security,United States,Laboratory Technician,1,2,1393,12,3,No,1,1,1,0,0,0,3,Travel_Rarely,100,10%,01-10-2023,Jan-23
1693,26,Male,3,Medical,7,Thinkific,Vancouver,Education,Canada,Laboratory Technician,1,4,2570,20,4,No,1,7,7,7,5,7,3,Non-Travel,76,19%,01-10-2023,Jan-23
1694,55,Male,3,Technical Degree,22,Parler,Nashville,Consumer,United States,Research Scientist,1,2,3537,12,3,No,5,8,4,2,1,2,3,Travel_Rarely,60,75%,01-10-2023,Jan-23
1696,34,Male,2,Medical,5,GoBolt,Toronto,Logistics,Canada,Laboratory Technician,2,4,3986,14,3,No,1,15,15,10,4,13,4,Travel_Rarely,55,5%,01-10-2023,Jan-23
1697,60,Male,4,Medical,1,Relevel,Bengaluru,HR,India,Healthcare Representative,3,4,10883,20,4,No,3,19,1,0,0,0,4,Travel_Rarely,40,20%,01-10-2023,Jan-23
1698,33,Male,3,Medical,21,StreamElements,Tel Aviv,Media,Israel,Laboratory Technician,1,2,2028,18,3,No,1,14,14,11,2,13,3,Travel_Rarely,40,20%,01-10-2023,Jan-23
1700,37,Male,4,Medical,1,Fate Therapeutics,San Diego,Healthcare,United States,Sales Executive,2,4,9525,14,3,No,1,6,6,3,1,3,2,Travel_Frequently,315,57%,01-09-2023,Jan-23
1701,34,Female,3,Life Sciences,19,Minute Media,London,Media,United Kingdom,Research Scientist,1,4,2929,12,3,No,1,10,10,9,8,7,3,Travel_Rarely,50,10%,01-08-2023,Jan-23
1702,23,Male,3,Life Sciences,7,WalkMe,SF Bay Area,Other,United States,Sales Representative,1,4,2275,21,4,Yes,1,3,3,2,0,2,3,Travel_Rarely,43,3%,01-08-2023,Jan-23
1703,44,Female,3,Life Sciences,2,Huobi,Beijing,Crypto,China,Healthcare Representative,3,4,7879,19,3,Yes,1,9,8,7,6,7,3,Travel_Rarely,275,20%,01-06-2023,Jan-23
1704,35,Male,4,Medical,2,Bounce,Bengaluru,Transportation,India,Research Scientist,1,4,4930,14,3,Yes,0,6,5,4,1,4,4,Travel_Frequently,40,5%,01-06-2023,Jan-23
1706,43,Male,3,Medical,2,SoundHound,SF Bay Area,Other,United States,Sales Executive,2,4,7847,17,3,Yes,1,10,10,9,8,8,3,Travel_Rarely,200,50%,01-05-2023,Jan-23
1707,24,Male,3,Medical,9,Socure,Reno,Finance,United States,Research Scientist,1,3,4401,16,3,No,1,5,5,3,0,4,3,Travel_Rarely,104,19%,01-05-2023,Jan-23
1708,41,Male,3,Marketing,6,Genesis,New York City,Crypto,United States,Sales Executive,3,3,9241,12,3,No,1,10,10,8,8,7,3,Travel_Rarely,60,30%,01-05-2023,Jan-23
1709,29,Female,4,Medical,9,Moglix,Singapore,Retail,Singapore,Laboratory Technician,1,3,2974,17,3,No,9,9,5,3,1,2,3,Travel_Rarely,40,2%,01-05-2023,Jan-23
1710,36,Female,4,Life Sciences,2,Everlane,SF Bay Area,Retail,United States,Sales Representative,2,4,4502,15,3,No,3,17,13,7,6,7,2,Travel_Rarely,30,17%,01-05-2023,Jan-23
1712,45,Male,1,Life Sciences,1,Pecan AI,Tel Aviv,Data,Israel,Healthcare Representative,3,3,10748,23,4,No,3,25,23,15,14,4,2,Non-Travel,30,25%,01-05-2023,Jan-23
1714,24,Male,1,Human Resources,22,Personetics,New York City,Support,United States,Human Resources,1,3,1555,11,3,No,1,1,1,0,0,0,3,Travel_Rarely,30,8%,01-05-2023,Jan-23
1716,47,Male,3,Life Sciences,9,Twine Solutions ,Tel Aviv,Hardware,Israel,Sales Executive,4,3,12936,11,3,No,7,25,23,5,14,10,1,Travel_Frequently,30,33%,01-05-2023,Jan-23
1718,26,Male,4,Medical,17,UpScalio,Gurugram,Retail,India,Laboratory Technician,1,3,2305,15,3,No,1,3,3,2,0,2,4,Travel_Rarely,25,15%,01-05-2023,Jan-23
1719,45,Female,2,Technical Degree,28,Amazon,Seattle,Retail,United States,Research Director,4,2,16704,11,3,No,1,21,21,6,8,6,3,Travel_Rarely,8000,2%,01-04-2023,Jan-23
1720,32,Male,3,Life Sciences,10,Salesforce,SF Bay Area,Sales,United States,Research Scientist,1,3,3433,13,3,No,6,10,5,2,1,3,2,Travel_Frequently,8000,10%,01-04-2023,Jan-23
1721,31,Male,4,Life Sciences,2,Astronomer,Cincinnati,Data,United States,Laboratory Technician,1,3,3477,14,3,No,1,6,5,2,0,3,4,Travel_Rarely,76,20%,01-04-2023,Jan-23
1722,41,Male,3,Human Resources,4,Kaltura,New York City,Media,United States,Human Resources,2,2,6430,19,3,No,6,10,3,2,1,2,3,Non-Travel,75,11%,01-04-2023,Jan-23
1724,40,Female,2,Life Sciences,8,Augury,New York City,Manufacturing,United States,Manufacturing Director,2,1,6516,16,3,Yes,2,18,1,0,0,0,3,Travel_Rarely,20,5%,01-04-2023,Jan-23
1725,24,Male,1,Medical,29,Pegasystems,Boston,HR,United States,Laboratory Technician,1,1,3907,13,3,No,1,6,6,2,1,2,4,Travel_Rarely,245,4%,01-03-2023,Jan-23
1727,46,Male,4,Life Sciences,13,Uniphore,SF Bay Area,Support,United States,Healthcare Representative,2,2,5562,14,3,No,6,19,10,7,0,9,3,Travel_Rarely,76,10%,01-03-2023,Jan-23
1728,35,Male,4,Life Sciences,27,Harappa,New Delhi,Education,India,Manufacturing Director,2,3,6883,16,3,No,2,17,7,7,0,7,3,Travel_Rarely,60,30%,01-03-2023,Jan-23
1729,30,Male,1,Life Sciences,16,Amdocs,St. Louis,Support,United States,Research Scientist,1,4,2862,12,3,No,1,10,10,0,0,8,2,Travel_Rarely,700,3%,01-02-2023,Jan-23
1731,47,Male,4,Marketing,2,PayU,Amsterdam,Finance,Netherlands,Sales Executive,2,2,4978,11,3,No,7,4,1,0,0,0,1,Non-Travel,150,6%,12/26/22,Dec-22
1732,46,Male,3,Life Sciences,2,Willow,Sydney,Real Estate,Australia,Sales Executive,3,4,10368,12,3,Yes,4,13,10,6,0,3,2,Travel_Rarely,99,22%,12/23/22,Dec-22
1733,36,Male,5,Marketing,13,Back Market,Paris,Retail,France,Sales Executive,2,1,6134,13,3,Yes,5,16,2,2,2,2,3,Travel_Rarely,93,13%,12/23/22,Dec-22
1734,32,Male,2,Life Sciences,1,TuSimple,San Diego,Transportation,United States,Sales Executive,2,2,6735,15,3,No,6,10,0,0,0,0,3,Travel_Rarely,350,25%,12/21/22,Dec-22
1735,23,Female,1,Medical,4,Chope,Singapore,Food,Singapore,Laboratory Technician,1,2,3295,13,3,No,1,3,3,2,1,2,1,Travel_Rarely,65,24%,12/20/22,Dec-22
1736,31,Female,1,Technical Degree,24,Briza,Toronto,Finance,Canada,Manufacturing Director,2,4,5238,20,4,No,2,9,5,4,1,4,2,Travel_Frequently,26,40%,12/20/22,Dec-22
1737,39,Male,3,Life Sciences,1,Homebot,Denver,Real Estate,United States,Laboratory Technician,2,4,6472,15,3,Yes,1,9,9,8,5,8,3,Non-Travel,18,13%,12/19/22,Dec-22
1739,32,Male,3,Life Sciences,19,Tomorrow,Hamburg,Finance,Germany,Sales Executive,3,3,9610,13,3,No,3,10,4,3,0,2,1,Travel_Rarely,30,25%,12/16/22,Dec-22
1740,40,Male,4,Medical,7,Revelate,Montreal,Data,Canada,Manager,5,2,19833,14,3,No,1,21,21,8,12,8,2,Travel_Rarely,24,30%,12/16/22,Dec-22
1744,45,Female,3,Life Sciences,4,BigCommerce,Austin,Retail,United States,Human Resources,3,3,9756,21,4,No,4,9,5,0,0,3,4,Travel_Rarely,180,13%,12/15/22,Dec-22
1745,30,Female,4,Technical Degree,2,Freshworks,SF Bay Area,Support,United States,Research Scientist,1,1,4968,16,3,No,0,10,9,7,0,7,3,Travel_Frequently,90,2%,12/15/22,Dec-22
1746,24,Male,3,Medical,10,LeafLink,New York City,Other,United States,Human Resources,1,4,2145,14,3,No,0,3,2,2,2,1,3,Travel_Frequently,80,31%,12/15/22,Dec-22
1747,30,Female,3,Human Resources,8,Workmotion,Berlin,HR,United States,Human Resources,1,4,2180,11,3,No,6,6,4,2,1,2,2,Travel_Frequently,60,20%,12/15/22,Dec-22
1749,31,Male,3,Technical Degree,5,JD.ID,Jakarta,Retail,Indonesia,Sales Executive,2,3,8346,19,3,No,1,6,5,2,0,2,3,Travel_Rarely,200,30%,12/14/22,Dec-22
1751,27,Female,3,Medical,8,Headspace,Los Angeles,Healthcare,United States,Research Scientist,1,4,3445,11,3,No,1,6,6,2,1,4,2,Travel_Rarely,50,4%,12/14/22,Dec-22
1752,29,Female,3,Marketing,9,ChowNow,Los Angeles,Food,United States,Sales Representative,1,2,2760,13,3,No,1,2,2,2,2,2,3,Travel_Rarely,40,10%,12/14/22,Dec-22
1753,29,Male,3,Life Sciences,1,Thumbtack,SF Bay Area,Consumer,United States,Healthcare Representative,2,3,6294,12,3,Yes,8,10,3,2,0,2,4,Travel_Frequently,160,14%,12/13/22,Dec-22
1754,30,Male,2,Marketing,15,Edgio,Phoenix,Infrastructure,United States,Sales Executive,3,1,7140,11,3,No,2,12,7,7,1,7,3,Travel_Rarely,95,10%,12/13/22,Dec-22
1755,34,Male,4,Medical,2,Komodo Health,SF Bay Area,Healthcare,United States,Research Scientist,1,4,2932,14,3,Yes,0,6,5,0,1,2,3,Travel_Rarely,78,9%,12/13/22,Dec-22
1756,33,Female,3,Marketing,2,Viant,Los Angeles,Marketing,United States,Sales Executive,2,2,5147,15,3,No,8,13,11,7,1,7,2,Non-Travel,46,13%,12/13/22,Dec-22
1757,49,Female,4,Marketing,11,Pluralsight,Salt Lake City,Education,United States,Sales Executive,2,4,4507,12,3,No,3,8,5,1,0,4,4,Travel_Rarely,400,20%,12-12-2022,Dec-22
1758,33,Female,3,Life Sciences,16,Outschool,SF Bay Area,Education,United States,Sales Executive,3,1,8564,20,4,Yes,2,11,0,0,0,0,2,Travel_Rarely,43,25%,12-10-2022,Dec-22
1760,38,Female,2,Medical,2,Xentral,Munich,Product,Germany,Laboratory Technician,1,2,2468,14,3,No,4,9,6,1,0,5,2,Travel_Frequently,20,10%,12-10-2022,Dec-22
1761,31,Male,4,Marketing,16,Playtika,Tel Aviv,Consumer,Israel,Sales Executive,3,3,8161,13,3,No,2,10,1,0,0,0,3,Travel_Rarely,600,15%,12-09-2022,Dec-22
1762,29,Female,3,Technical Degree,4,Share Now,Berlin,Transportation,Germany,Research Scientist,1,1,2109,13,3,No,1,1,1,0,0,0,3,Travel_Rarely,150,36%,12-09-2022,Dec-22
1763,30,Male,3,Life Sciences,16,Alice,Sao Paulo,Healthcare,Brazil,Healthcare Representative,2,3,5294,16,3,No,3,10,7,0,1,7,3,Travel_Rarely,113,16%,12-09-2022,Dec-22
1764,32,Male,4,Technical Degree,5,Primer,London,Finance,United Kingdom,Research Scientist,1,2,2718,14,3,No,2,12,7,7,0,7,3,Non-Travel,85,33%,12-09-2022,Dec-22
1766,38,Male,3,Medical,18,OneFootball,Berlin,Marketing,Germany,Healthcare Representative,2,4,5811,16,3,Yes,3,15,1,0,1,0,3,Travel_Rarely,62,12%,12-09-2022,Dec-22
1767,43,Male,3,Technical Degree,17,C2FO,Kansas City,Finance,United States,Research Scientist,1,3,2437,16,3,Yes,9,6,1,0,0,0,3,Travel_Frequently,20,2%,12-09-2022,Dec-22
1768,42,Male,3,Medical,12,Airtable,SF Bay Area,Product,United States,Laboratory Technician,1,2,2766,22,4,No,8,7,5,3,0,4,2,Travel_Rarely,254,20%,12-08-2022,Dec-22
1770,55,Male,3,Medical,2,Swiggy,Bengaluru,Food,India,Research Director,5,1,19038,12,3,No,8,34,1,0,0,0,3,Travel_Rarely,250,3%,12-08-2022,Dec-22
1771,33,Male,3,Technical Degree,4,Glints,Singapore,HR,Singapore,Research Scientist,2,2,3055,15,3,No,5,11,9,8,1,7,2,Non-Travel,198,18%,12-08-2022,Dec-22
1772,41,Male,4,Life Sciences,9,Buser,Sao Paulo,Transportation,Brazil,Laboratory Technician,1,1,2289,20,4,No,1,5,5,3,0,4,3,Travel_Rarely,160,30%,12-08-2022,Dec-22
1774,34,Male,3,Life Sciences,10,BlackLine,Los Angeles,Finance,United States,Sales Executive,2,3,4001,14,3,Yes,1,15,15,14,0,7,3,Non-Travel,95,5%,12-08-2022,Dec-22
1775,53,Female,4,Medical,1,Otonomo,Tel Aviv,Transportation,Israel,Manufacturing Director,4,3,12965,20,4,Yes,4,27,3,2,0,2,2,Non-Travel,80,50%,12-08-2022,Dec-22
1778,43,Male,3,Life Sciences,2,TechTarget,Boston,Marketing,United States,Human Resources,1,4,3539,13,3,No,0,10,9,7,1,8,3,Travel_Rarely,60,5%,12-08-2022,Dec-22
1779,34,Female,2,Life Sciences,3,CyCognito,SF Bay Area,Security,United States,Sales Executive,2,4,6029,12,3,No,5,6,2,2,2,2,3,Travel_Rarely,30,15%,12-08-2022,Dec-22
1780,21,Male,1,Marketing,7,Armis,SF Bay Area,Security,United States,Sales Representative,1,2,2679,13,3,No,1,1,1,0,1,0,3,Travel_Rarely,25,4%,12-08-2022,Dec-22
1782,38,Female,2,Other,6,Loft,Sao Paulo,Real Estate,Brazil,Laboratory Technician,1,3,3702,11,3,No,1,5,5,4,0,4,3,Travel_Rarely,312,12%,12-07-2022,Dec-22
1783,22,Female,1,Medical,8,Plaid,SF Bay Area,Finance,United States,Laboratory Technician,1,1,2398,17,3,Yes,1,1,1,0,0,0,3,Travel_Rarely,260,20%,12-07-2022,Dec-22
1784,31,Female,4,Marketing,29,Motive,SF Bay Area,Transportation,United States,Sales Executive,2,4,5468,14,3,No,1,13,12,7,5,7,3,Travel_Rarely,237,6%,12-07-2022,Dec-22
1786,51,Female,3,Technical Degree,3,Relativity,Chicago,Legal,United States,Manager,3,3,13116,11,3,No,2,15,2,2,2,2,3,Travel_Rarely,150,10%,12-07-2022,Dec-22
1787,37,Male,2,Marketing,9,Voi,Stockholm,Transportation,United States,Sales Executive,2,2,4189,14,3,No,1,5,5,2,0,3,3,Travel_Rarely,130,13%,12-07-2022,Dec-22
1789,46,Male,4,Medical,2,Integral Ad Science,New York City,Marketing,United States,Research Director,5,4,19328,17,3,Yes,7,24,2,1,2,2,3,Travel_Rarely,120,13%,12-07-2022,Dec-22
1790,36,Male,3,Life Sciences,10,Houzz,SF Bay Area,Consumer,United States,Healthcare Representative,3,1,8321,13,3,Yes,7,15,12,8,5,7,3,Travel_Rarely,95,8%,12-07-2022,Dec-22
1792,44,Male,2,Medical,1,Grover,Berlin,Retail,United States,Research Scientist,1,2,2342,12,3,Yes,1,6,5,3,2,3,2,Travel_Frequently,40,10%,12-07-2022,Dec-22
1794,37,Male,2,Other,8,Lev,New York City,Real Estate,United States,Human Resources,2,2,4071,13,3,No,2,19,10,0,4,7,2,Travel_Rarely,30,30%,12-07-2022,Dec-22
1797,35,Male,3,Life Sciences,27,Lithic,New York City,Finance,United States,Sales Executive,2,4,5813,18,3,Yes,1,10,10,7,7,7,3,Travel_Rarely,27,18%,12-07-2022,Dec-22
1798,33,Male,4,Life Sciences,8,Doma,SF Bay Area,Finance,United States,Research Scientist,1,1,3143,19,3,No,6,14,10,8,7,6,3,Travel_Rarely,515,40%,12-06-2022,Dec-22
1799,28,Male,3,Life Sciences,1,BuzzFeed,New York City,Media,United States,Research Scientist,1,4,2044,11,3,No,1,5,5,3,0,3,4,Travel_Rarely,180,12%,12-06-2022,Dec-22
1800,39,Male,1,Medical,10,Weedmaps,Los Angeles,Other,United States,Research Director,3,3,13464,21,4,No,7,9,4,3,2,2,3,Travel_Rarely,175,25%,12-06-2022,Dec-22
